;Mujer;Hombre;Sin información;No binario;Total;
Préstamos totales en SNBP 2023;826.258;455.947;141.922;1.889;1.426.016;
Personas socias activas en la red SNBP ;220.627;110.061;13.899;185;344.772;
;;;;;;
%%%%%%;;;;;;
Prestamos totales;57,94170612;31,97348417;9,952342751;0,132466957;100;
Personas socias;63,99214553;31,92283596;4,031359855;0,05365865;100;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
